Sub_1,Sub_2,Sub_3,Sub_4,Sum,course,school,comb
91,77,8,89,265,biomedical sciences,Health Sciences,91 77 8 89 Health Sciences 265
99,28,48,90,265,biomedical sciences,Health Sciences,99 28 48 90 Health Sciences 265
92,74,17,82,265,biomedical sciences,Health Sciences,92 74 17 82 Health Sciences 265
89,72,68,36,265,biomedical sciences,Health Sciences,89 72 68 36 Health Sciences 265
11,88,80,86,265,biomedical sciences,Health Sciences,11 88 80 86 Health Sciences 265
77,94,91,3,265,biomedical sciences,Health Sciences,77 94 91 3 Health Sciences 265
57,43,75,90,265,biomedical sciences,Health Sciences,57 43 75 90 Health Sciences 265
52,90,88,35,265,biomedical sciences,Health Sciences,52 90 88 35 Health Sciences 265
56,57,85,67,265,biomedical sciences,Health Sciences,56 57 85 67 Health Sciences 265
25,93,92,55,265,biomedical sciences,Health Sciences,25 93 92 55 Health Sciences 265
83,60,90,32,265,biomedical sciences,Health Sciences,83 60 90 32 Health Sciences 265
74,94,94,3,265,biomedical sciences,Health Sciences,74 94 94 3 Health Sciences 265
87,78,14,86,265,biomedical sciences,Health Sciences,87 78 14 86 Health Sciences 265
44,68,95,58,265,biomedical sciences,Health Sciences,44 68 95 58 Health Sciences 265
99,91,27,48,265,biomedical sciences,Health Sciences,99 91 27 48 Health Sciences 265
80,58,52,75,265,biomedical sciences,Health Sciences,80 58 52 75 Health Sciences 265
68,37,80,80,265,biomedical sciences,Health Sciences,68 37 80 80 Health Sciences 265
45,88,90,43,266,soil sciences,Agricultural Sciences,45 88 90 43 Agricultural Sciences 266
58,62,76,70,266,soil sciences,Agricultural Sciences,58 62 76 70 Agricultural Sciences 266
21,79,76,90,266,soil sciences,Agricultural Sciences,21 79 76 90 Agricultural Sciences 266
34,48,93,91,266,soil sciences,Agricultural Sciences,34 48 93 91 Agricultural Sciences 266
61,95,84,26,266,soil sciences,Agricultural Sciences,61 95 84 26 Agricultural Sciences 266
92,42,53,79,266,soil sciences,Agricultural Sciences,92 42 53 79 Agricultural Sciences 266
78,99,71,18,266,soil sciences,Agricultural Sciences,78 99 71 18 Agricultural Sciences 266
88,37,51,90,266,soil sciences,Agricultural Sciences,88 37 51 90 Agricultural Sciences 266
78,56,79,53,266,soil sciences,Agricultural Sciences,78 56 79 53 Agricultural Sciences 266
79,7,85,95,266,soil sciences,Agricultural Sciences,79 7 85 95 Agricultural Sciences 266
66,87,97,16,266,soil sciences,Agricultural Sciences,66 87 97 16 Agricultural Sciences 266
75,99,85,7,266,soil sciences,Agricultural Sciences,75 99 85 7 Agricultural Sciences 266
73,97,88,8,266,soil sciences,Agricultural Sciences,73 97 88 8 Agricultural Sciences 266
84,72,94,16,266,soil sciences,Agricultural Sciences,84 72 94 16 Agricultural Sciences 266
62,84,95,25,266,soil sciences,Agricultural Sciences,62 84 95 25 Agricultural Sciences 266
50,97,74,45,266,soil sciences,Agricultural Sciences,50 97 74 45 Agricultural Sciences 266
45,83,75,63,266,soil sciences,Agricultural Sciences,45 83 75 63 Agricultural Sciences 266
93,76,39,58,266,soil sciences,Agricultural Sciences,93 76 39 58 Agricultural Sciences 266
59,83,85,39,266,soil sciences,Agricultural Sciences,59 83 85 39 Agricultural Sciences 266
91,66,53,56,266,soil sciences,Agricultural Sciences,91 66 53 56 Agricultural Sciences 266
76,92,84,14,266,soil sciences,Agricultural Sciences,76 92 84 14 Agricultural Sciences 266
81,97,23,65,266,soil sciences,Agricultural Sciences,81 97 23 65 Agricultural Sciences 266
80,33,57,97,267,soil sciences,Agricultural Sciences,80 33 57 97 Agricultural Sciences 267
94,92,66,15,267,soil sciences,Agricultural Sciences,94 92 66 15 Agricultural Sciences 267
85,92,73,17,267,soil sciences,Agricultural Sciences,85 92 73 17 Agricultural Sciences 267
74,88,73,32,267,soil sciences,Agricultural Sciences,74 88 73 32 Agricultural Sciences 267
74,22,90,81,267,soil sciences,Agricultural Sciences,74 22 90 81 Agricultural Sciences 267
50,49,73,95,267,soil sciences,Agricultural Sciences,50 49 73 95 Agricultural Sciences 267
63,81,86,37,267,soil sciences,Agricultural Sciences,63 81 86 37 Agricultural Sciences 267
88,77,75,27,267,soil sciences,Agricultural Sciences,88 77 75 27 Agricultural Sciences 267
86,92,49,40,267,soil sciences,Agricultural Sciences,86 92 49 40 Agricultural Sciences 267
97,58,96,16,267,soil sciences,Agricultural Sciences,97 58 96 16 Agricultural Sciences 267
75,93,90,9,267,soil sciences,Agricultural Sciences,75 93 90 9 Agricultural Sciences 267
86,90,70,21,267,soil sciences,Agricultural Sciences,86 90 70 21 Agricultural Sciences 267
61,69,43,94,267,soil sciences,Agricultural Sciences,61 69 43 94 Agricultural Sciences 267
57,89,39,82,267,soil sciences,Agricultural Sciences,57 89 39 82 Agricultural Sciences 267
89,62,77,39,267,soil sciences,Agricultural Sciences,89 62 77 39 Agricultural Sciences 267
73,2,97,95,267,soil sciences,Agricultural Sciences,73 2 97 95 Agricultural Sciences 267
93,20,66,88,267,soil sciences,Agricultural Sciences,93 20 66 88 Agricultural Sciences 267
67,88,46,66,267,soil sciences,Agricultural Sciences,67 88 46 66 Agricultural Sciences 267
68,59,55,85,267,soil sciences,Agricultural Sciences,68 59 55 85 Agricultural Sciences 267
94,77,96,1,268,soil sciences,Agricultural Sciences,94 77 96 1 Agricultural Sciences 268
73,71,54,70,268,soil sciences,Agricultural Sciences,73 71 54 70 Agricultural Sciences 268
75,88,71,34,268,soil sciences,Agricultural Sciences,75 88 71 34 Agricultural Sciences 268
91,54,29,94,268,soil sciences,Agricultural Sciences,91 54 29 94 Agricultural Sciences 268
99,50,90,29,268,soil sciences,Agricultural Sciences,99 50 90 29 Agricultural Sciences 268
56,30,96,86,268,soil sciences,Agricultural Sciences,56 30 96 86 Agricultural Sciences 268
98,74,94,2,268,soil sciences,Agricultural Sciences,98 74 94 2 Agricultural Sciences 268
88,74,23,83,268,soil sciences,Agricultural Sciences,88 74 23 83 Agricultural Sciences 268
22,80,98,68,268,soil sciences,Agricultural Sciences,22 80 98 68 Agricultural Sciences 268
94,64,50,60,268,soil sciences,Agricultural Sciences,94 64 50 60 Agricultural Sciences 268
98,12,91,67,268,soil sciences,Agricultural Sciences,98 12 91 67 Agricultural Sciences 268
84,19,65,100,268,soil sciences,Agricultural Sciences,84 19 65 100 Agricultural Sciences 268
94,39,89,46,268,soil sciences,Agricultural Sciences,94 39 89 46 Agricultural Sciences 268
57,77,68,66,268,soil sciences,Agricultural Sciences,57 77 68 66 Agricultural Sciences 268
93,68,95,12,268,soil sciences,Agricultural Sciences,93 68 95 12 Agricultural Sciences 268
94,72,100,2,268,soil sciences,Agricultural Sciences,94 72 100 2 Agricultural Sciences 268
74,71,72,51,268,soil sciences,Agricultural Sciences,74 71 72 51 Agricultural Sciences 268
82,93,85,8,268,soil sciences,Agricultural Sciences,82 93 85 8 Agricultural Sciences 268
74,71,53,70,268,soil sciences,Agricultural Sciences,74 71 53 70 Agricultural Sciences 268
78,50,97,43,268,soil sciences,Agricultural Sciences,78 50 97 43 Agricultural Sciences 268
93,99,69,7,268,soil sciences,Agricultural Sciences,93 99 69 7 Agricultural Sciences 268
69,57,80,62,268,soil sciences,Agricultural Sciences,69 57 80 62 Agricultural Sciences 268
84,24,89,71,268,soil sciences,Agricultural Sciences,84 24 89 71 Agricultural Sciences 268
84,65,47,72,268,soil sciences,Agricultural Sciences,84 65 47 72 Agricultural Sciences 268
88,76,37,67,268,soil sciences,Agricultural Sciences,88 76 37 67 Agricultural Sciences 268
67,99,66,36,268,soil sciences,Agricultural Sciences,67 99 66 36 Agricultural Sciences 268
83,74,89,22,268,soil sciences,Agricultural Sciences,83 74 89 22 Agricultural Sciences 268
90,77,96,5,268,soil sciences,Agricultural Sciences,90 77 96 5 Agricultural Sciences 268
99,46,89,34,268,soil sciences,Agricultural Sciences,99 46 89 34 Agricultural Sciences 268
48,76,89,56,269,soil sciences,Agricultural Sciences,48 76 89 56 Agricultural Sciences 269
95,64,71,39,269,soil sciences,Agricultural Sciences,95 64 71 39 Agricultural Sciences 269
56,75,77,61,269,soil sciences,Agricultural Sciences,56 75 77 61 Agricultural Sciences 269
56,61,62,90,269,soil sciences,Agricultural Sciences,56 61 62 90 Agricultural Sciences 269
95,37,77,60,269,soil sciences,Agricultural Sciences,95 37 77 60 Agricultural Sciences 269
50,50,89,80,269,soil sciences,Agricultural Sciences,50 50 89 80 Agricultural Sciences 269
95,11,86,77,269,soil sciences,Agricultural Sciences,95 11 86 77 Agricultural Sciences 269
99,52,39,79,269,soil sciences,Agricultural Sciences,99 52 39 79 Agricultural Sciences 269
82,74,67,46,269,soil sciences,Agricultural Sciences,82 74 67 46 Agricultural Sciences 269
26,79,69,95,269,soil sciences,Agricultural Sciences,26 79 69 95 Agricultural Sciences 269
65,85,54,65,269,soil sciences,Agricultural Sciences,65 85 54 65 Agricultural Sciences 269
83,39,99,48,269,soil sciences,Agricultural Sciences,83 39 99 48 Agricultural Sciences 269
78,92,72,27,269,soil sciences,Agricultural Sciences,78 92 72 27 Agricultural Sciences 269
80,100,36,53,269,soil sciences,Agricultural Sciences,80 100 36 53 Agricultural Sciences 269
67,65,71,66,269,soil sciences,Agricultural Sciences,67 65 71 66 Agricultural Sciences 269
95,7,76,91,269,soil sciences,Agricultural Sciences,95 7 76 91 Agricultural Sciences 269
91,94,20,64,269,soil sciences,Agricultural Sciences,91 94 20 64 Agricultural Sciences 269
81,80,96,12,269,soil sciences,Agricultural Sciences,81 80 96 12 Agricultural Sciences 269
65,92,51,61,269,soil sciences,Agricultural Sciences,65 92 51 61 Agricultural Sciences 269
84,91,79,15,269,soil sciences,Agricultural Sciences,84 91 79 15 Agricultural Sciences 269
82,85,31,71,269,soil sciences,Agricultural Sciences,82 85 31 71 Agricultural Sciences 269
62,84,27,97,270,soil sciences,Agricultural Sciences,62 84 27 97 Agricultural Sciences 270
58,96,65,51,270,soil sciences,Agricultural Sciences,58 96 65 51 Agricultural Sciences 270
74,87,53,56,270,soil sciences,Agricultural Sciences,74 87 53 56 Agricultural Sciences 270
88,85,94,3,270,soil sciences,Agricultural Sciences,88 85 94 3 Agricultural Sciences 270
64,43,75,88,270,soil sciences,Agricultural Sciences,64 43 75 88 Agricultural Sciences 270
98,99,59,14,270,soil sciences,Agricultural Sciences,98 99 59 14 Agricultural Sciences 270
35,99,38,98,270,soil sciences,Agricultural Sciences,35 99 38 98 Agricultural Sciences 270
91,81,92,6,270,soil sciences,Agricultural Sciences,91 81 92 6 Agricultural Sciences 270
47,64,92,67,270,soil sciences,Agricultural Sciences,47 64 92 67 Agricultural Sciences 270
58,88,41,83,270,soil sciences,Agricultural Sciences,58 88 41 83 Agricultural Sciences 270
76,64,75,55,270,soil sciences,Agricultural Sciences,76 64 75 55 Agricultural Sciences 270
39,35,98,98,270,soil sciences,Agricultural Sciences,39 35 98 98 Agricultural Sciences 270
99,69,29,73,270,soil sciences,Agricultural Sciences,99 69 29 73 Agricultural Sciences 270
25,93,95,57,270,soil sciences,Agricultural Sciences,25 93 95 57 Agricultural Sciences 270
76,67,85,42,270,soil sciences,Agricultural Sciences,76 67 85 42 Agricultural Sciences 270
82,39,85,64,270,soil sciences,Agricultural Sciences,82 39 85 64 Agricultural Sciences 270
95,60,98,17,270,soil sciences,Agricultural Sciences,95 60 98 17 Agricultural Sciences 270
87,74,98,11,270,soil sciences,Agricultural Sciences,87 74 98 11 Agricultural Sciences 270
73,79,82,37,271,geomatic engineering,Engineering,73 79 82 37 Engineering 271
71,68,83,49,271,geomatic engineering,Engineering,71 68 83 49 Engineering 271
74,98,94,5,271,geomatic engineering,Engineering,74 98 94 5 Engineering 271
82,50,62,77,271,geomatic engineering,Engineering,82 50 62 77 Engineering 271
92,80,99,0,271,geomatic engineering,Engineering,92 80 99 0 Engineering 271
29,72,82,88,271,geomatic engineering,Engineering,29 72 82 88 Engineering 271
74,79,35,83,271,geomatic engineering,Engineering,74 79 35 83 Engineering 271
63,53,98,57,271,geomatic engineering,Engineering,63 53 98 57 Engineering 271
99,0,74,98,271,geomatic engineering,Engineering,99 0 74 98 Engineering 271
91,88,40,52,271,geomatic engineering,Engineering,91 88 40 52 Engineering 271
72,48,56,95,271,geomatic engineering,Engineering,72 48 56 95 Engineering 271
67,61,84,59,271,geomatic engineering,Engineering,67 61 84 59 Engineering 271
85,59,49,78,271,geomatic engineering,Engineering,85 59 49 78 Engineering 271
63,76,63,69,271,geomatic engineering,Engineering,63 76 63 69 Engineering 271
80,1,95,95,271,geomatic engineering,Engineering,80 1 95 95 Engineering 271
60,84,60,67,271,geomatic engineering,Engineering,60 84 60 67 Engineering 271
87,24,86,74,271,geomatic engineering,Engineering,87 24 86 74 Engineering 271
75,98,95,4,272,geomatic engineering,Engineering,75 98 95 4 Engineering 272
96,0,82,94,272,geomatic engineering,Engineering,96 0 82 94 Engineering 272
53,77,72,70,272,geomatic engineering,Engineering,53 77 72 70 Engineering 272
90,50,94,38,272,geomatic engineering,Engineering,90 50 94 38 Engineering 272
90,50,88,44,272,geomatic engineering,Engineering,90 50 88 44 Engineering 272
68,68,71,65,272,geomatic engineering,Engineering,68 68 71 65 Engineering 272
91,91,64,26,272,geomatic engineering,Engineering,91 91 64 26 Engineering 272
99,52,94,27,272,geomatic engineering,Engineering,99 52 94 27 Engineering 272
62,76,50,84,272,geomatic engineering,Engineering,62 76 50 84 Engineering 272
4,70,98,100,272,geomatic engineering,Engineering,4 70 98 100 Engineering 272
25,88,70,89,272,geomatic engineering,Engineering,25 88 70 89 Engineering 272
33,93,65,81,272,geomatic engineering,Engineering,33 93 65 81 Engineering 272
43,70,73,86,272,geomatic engineering,Engineering,43 70 73 86 Engineering 272
92,66,100,14,272,geomatic engineering,Engineering,92 66 100 14 Engineering 272
100,58,34,80,272,geomatic engineering,Engineering,100 58 34 80 Engineering 272
64,65,76,67,272,geomatic engineering,Engineering,64 65 76 67 Engineering 272
23,87,79,83,272,geomatic engineering,Engineering,23 87 79 83 Engineering 272
75,96,94,7,272,geomatic engineering,Engineering,75 96 94 7 Engineering 272
98,20,70,84,272,geomatic engineering,Engineering,98 20 70 84 Engineering 272
63,98,75,36,272,geomatic engineering,Engineering,63 98 75 36 Engineering 272
57,63,100,53,273,geomatic engineering,Engineering,57 63 100 53 Engineering 273
96,38,67,72,273,geomatic engineering,Engineering,96 38 67 72 Engineering 273
40,80,83,70,273,geomatic engineering,Engineering,40 80 83 70 Engineering 273
99,49,87,38,273,geomatic engineering,Engineering,99 49 87 38 Engineering 273
64,49,77,83,273,geomatic engineering,Engineering,64 49 77 83 Engineering 273
89,56,58,70,273,geomatic engineering,Engineering,89 56 58 70 Engineering 273
99,85,82,7,273,geomatic engineering,Engineering,99 85 82 7 Engineering 273
58,99,81,35,273,geomatic engineering,Engineering,58 99 81 35 Engineering 273
31,84,89,69,273,geomatic engineering,Engineering,31 84 89 69 Engineering 273
19,59,96,99,273,geomatic engineering,Engineering,19 59 96 99 Engineering 273
72,34,69,98,273,geomatic engineering,Engineering,72 34 69 98 Engineering 273
42,50,90,91,273,geomatic engineering,Engineering,42 50 90 91 Engineering 273
29,76,92,76,273,geomatic engineering,Engineering,29 76 92 76 Engineering 273
91,42,46,94,273,geomatic engineering,Engineering,91 42 46 94 Engineering 273
94,75,42,62,273,geomatic engineering,Engineering,94 75 42 62 Engineering 273
74,45,70,84,273,geomatic engineering,Engineering,74 45 70 84 Engineering 273
99,93,27,54,273,geomatic engineering,Engineering,99 93 27 54 Engineering 273
60,82,80,51,273,geomatic engineering,Engineering,60 82 80 51 Engineering 273
88,77,83,25,273,geomatic engineering,Engineering,88 77 83 25 Engineering 273
75,72,65,61,273,geomatic engineering,Engineering,75 72 65 61 Engineering 273
76,4,99,94,273,geomatic engineering,Engineering,76 4 99 94 Engineering 273
79,52,49,94,274,geomatic engineering,Engineering,79 52 49 94 Engineering 274
51,99,43,81,274,geomatic engineering,Engineering,51 99 43 81 Engineering 274
79,38,65,92,274,geomatic engineering,Engineering,79 38 65 92 Engineering 274
89,21,64,100,274,geomatic engineering,Engineering,89 21 64 100 Engineering 274
97,33,85,59,274,geomatic engineering,Engineering,97 33 85 59 Engineering 274
86,52,82,54,274,geomatic engineering,Engineering,86 52 82 54 Engineering 274
70,83,92,29,274,geomatic engineering,Engineering,70 83 92 29 Engineering 274
34,80,97,63,274,geomatic engineering,Engineering,34 80 97 63 Engineering 274
95,80,98,1,274,geomatic engineering,Engineering,95 80 98 1 Engineering 274
66,75,43,90,274,geomatic engineering,Engineering,66 75 43 90 Engineering 274
90,76,93,15,274,geomatic engineering,Engineering,90 76 93 15 Engineering 274
81,32,79,82,274,geomatic engineering,Engineering,81 32 79 82 Engineering 274
83,97,20,74,274,geomatic engineering,Engineering,83 97 20 74 Engineering 274
93,87,93,1,274,geomatic engineering,Engineering,93 87 93 1 Engineering 274
36,91,75,72,274,geomatic engineering,Engineering,36 91 75 72 Engineering 274
93,84,97,0,274,geomatic engineering,Engineering,93 84 97 0 Engineering 274
98,43,49,84,274,geomatic engineering,Engineering,98 43 49 84 Engineering 274
86,59,38,91,274,geomatic engineering,Engineering,86 59 38 91 Engineering 274
92,63,87,33,275,geomatic engineering,Engineering,92 63 87 33 Engineering 275
77,80,70,48,275,geomatic engineering,Engineering,77 80 70 48 Engineering 275
76,98,94,7,275,geomatic engineering,Engineering,76 98 94 7 Engineering 275
79,97,92,7,275,geomatic engineering,Engineering,79 97 92 7 Engineering 275
76,74,26,99,275,geomatic engineering,Engineering,76 74 26 99 Engineering 275
64,83,32,96,275,geomatic engineering,Engineering,64 83 32 96 Engineering 275
90,77,33,75,275,geomatic engineering,Engineering,90 77 33 75 Engineering 275
94,64,46,71,275,geomatic engineering,Engineering,94 64 46 71 Engineering 275
87,94,90,4,275,geomatic engineering,Engineering,87 94 90 4 Engineering 275
64,85,93,33,275,geomatic engineering,Engineering,64 85 93 33 Engineering 275
88,96,30,61,275,geomatic engineering,Engineering,88 96 30 61 Engineering 275
90,91,69,25,275,geomatic engineering,Engineering,90 91 69 25 Engineering 275
96,16,70,93,275,geomatic engineering,Engineering,96 16 70 93 Engineering 275
92,68,21,94,275,geomatic engineering,Engineering,92 68 21 94 Engineering 275
38,91,97,49,275,geomatic engineering,Engineering,38 91 97 49 Engineering 275
21,98,71,85,275,geomatic engineering,Engineering,21 98 71 85 Engineering 275
87,64,90,34,275,geomatic engineering,Engineering,87 64 90 34 Engineering 275
66,89,87,33,275,geomatic engineering,Engineering,66 89 87 33 Engineering 275
81,89,95,10,275,geomatic engineering,Engineering,81 89 95 10 Engineering 275
13,97,75,90,275,geomatic engineering,Engineering,13 97 75 90 Engineering 275
40,84,91,60,275,geomatic engineering,Engineering,40 84 91 60 Engineering 275
92,54,76,53,275,geomatic engineering,Engineering,92 54 76 53 Engineering 275
21,95,87,72,275,geomatic engineering,Engineering,21 95 87 72 Engineering 275
85,68,95,28,276,biology,Natural Sciences,85 68 95 28 Natural Sciences 276
96,71,88,21,276,biology,Natural Sciences,96 71 88 21 Natural Sciences 276
16,95,88,77,276,biology,Natural Sciences,16 95 88 77 Natural Sciences 276
86,48,86,56,276,biology,Natural Sciences,86 48 86 56 Natural Sciences 276
92,79,99,6,276,biology,Natural Sciences,92 79 99 6 Natural Sciences 276
92,59,51,74,276,biology,Natural Sciences,92 59 51 74 Natural Sciences 276
36,53,95,92,276,biology,Natural Sciences,36 53 95 92 Natural Sciences 276
79,45,95,57,276,biology,Natural Sciences,79 45 95 57 Natural Sciences 276
94,81,99,2,276,biology,Natural Sciences,94 81 99 2 Natural Sciences 276
73,59,62,82,276,biology,Natural Sciences,73 59 62 82 Natural Sciences 276
64,67,64,81,276,biology,Natural Sciences,64 67 64 81 Natural Sciences 276
78,59,75,64,276,biology,Natural Sciences,78 59 75 64 Natural Sciences 276
84,66,83,43,276,biology,Natural Sciences,84 66 83 43 Natural Sciences 276
76,86,33,82,277,biology,Natural Sciences,76 86 33 82 Natural Sciences 277
90,76,30,81,277,biology,Natural Sciences,90 76 30 81 Natural Sciences 277
80,93,81,23,277,biology,Natural Sciences,80 93 81 23 Natural Sciences 277
46,69,83,79,277,biology,Natural Sciences,46 69 83 79 Natural Sciences 277
53,86,63,75,277,biology,Natural Sciences,53 86 63 75 Natural Sciences 277
85,88,19,85,277,biology,Natural Sciences,85 88 19 85 Natural Sciences 277
75,30,95,77,277,biology,Natural Sciences,75 30 95 77 Natural Sciences 277
84,93,94,6,277,biology,Natural Sciences,84 93 94 6 Natural Sciences 277
60,70,64,83,277,biology,Natural Sciences,60 70 64 83 Natural Sciences 277
80,46,66,85,277,biology,Natural Sciences,80 46 66 85 Natural Sciences 277
98,2,96,81,277,biology,Natural Sciences,98 2 96 81 Natural Sciences 277
82,95,56,44,277,biology,Natural Sciences,82 95 56 44 Natural Sciences 277
86,41,83,67,277,biology,Natural Sciences,86 41 83 67 Natural Sciences 277
97,69,99,12,277,biology,Natural Sciences,97 69 99 12 Natural Sciences 277
93,82,63,39,277,biology,Natural Sciences,93 82 63 39 Natural Sciences 277
88,43,89,57,277,biology,Natural Sciences,88 43 89 57 Natural Sciences 277
52,54,99,73,278,biology,Natural Sciences,52 54 99 73 Natural Sciences 278
100,69,33,76,278,biology,Natural Sciences,100 69 33 76 Natural Sciences 278
64,58,61,95,278,biology,Natural Sciences,64 58 61 95 Natural Sciences 278
55,63,93,67,278,biology,Natural Sciences,55 63 93 67 Natural Sciences 278
99,84,51,44,278,biology,Natural Sciences,99 84 51 44 Natural Sciences 278
85,19,77,97,278,biology,Natural Sciences,85 19 77 97 Natural Sciences 278
91,84,95,8,278,biology,Natural Sciences,91 84 95 8 Natural Sciences 278
51,97,84,46,278,biology,Natural Sciences,51 97 84 46 Natural Sciences 278
62,90,93,33,278,biology,Natural Sciences,62 90 93 33 Natural Sciences 278
95,84,93,6,278,biology,Natural Sciences,95 84 93 6 Natural Sciences 278
92,38,85,63,278,biology,Natural Sciences,92 38 85 63 Natural Sciences 278
92,79,56,51,278,biology,Natural Sciences,92 79 56 51 Natural Sciences 278
86,97,89,6,278,biology,Natural Sciences,86 97 89 6 Natural Sciences 278
46,53,99,80,278,biology,Natural Sciences,46 53 99 80 Natural Sciences 278
50,75,61,92,278,biology,Natural Sciences,50 75 61 92 Natural Sciences 278
67,99,58,54,278,biology,Natural Sciences,67 99 58 54 Natural Sciences 278
50,64,100,65,279,biology,Natural Sciences,50 64 100 65 Natural Sciences 279
80,55,76,68,279,biology,Natural Sciences,80 55 76 68 Natural Sciences 279
52,66,71,90,279,biology,Natural Sciences,52 66 71 90 Natural Sciences 279
50,83,81,65,279,biology,Natural Sciences,50 83 81 65 Natural Sciences 279
84,65,33,97,279,biology,Natural Sciences,84 65 33 97 Natural Sciences 279
83,21,82,93,279,biology,Natural Sciences,83 21 82 93 Natural Sciences 279
94,79,30,76,279,biology,Natural Sciences,94 79 30 76 Natural Sciences 279
76,50,86,67,279,biology,Natural Sciences,76 50 86 67 Natural Sciences 279
83,21,78,97,279,biology,Natural Sciences,83 21 78 97 Natural Sciences 279
97,2,98,82,279,biology,Natural Sciences,97 2 98 82 Natural Sciences 279
94,16,90,79,279,biology,Natural Sciences,94 16 90 79 Natural Sciences 279
90,92,95,2,279,biology,Natural Sciences,90 92 95 2 Natural Sciences 279
61,90,74,54,279,biology,Natural Sciences,61 90 74 54 Natural Sciences 279
92,54,59,74,279,biology,Natural Sciences,92 54 59 74 Natural Sciences 279
84,100,81,14,279,biology,Natural Sciences,84 100 81 14 Natural Sciences 279
33,91,90,65,279,biology,Natural Sciences,33 91 90 65 Natural Sciences 279
84,57,73,66,280,biology,Natural Sciences,84 57 73 66 Natural Sciences 280
76,50,80,74,280,biology,Natural Sciences,76 50 80 74 Natural Sciences 280
93,69,66,52,280,biology,Natural Sciences,93 69 66 52 Natural Sciences 280
47,77,82,74,280,biology,Natural Sciences,47 77 82 74 Natural Sciences 280
93,2,85,100,280,biology,Natural Sciences,93 2 85 100 Natural Sciences 280
64,47,86,83,280,biology,Natural Sciences,64 47 86 83 Natural Sciences 280
73,29,85,93,280,biology,Natural Sciences,73 29 85 93 Natural Sciences 280
97,1,92,90,280,biology,Natural Sciences,97 1 92 90 Natural Sciences 280
86,74,36,84,280,biology,Natural Sciences,86 74 36 84 Natural Sciences 280
66,30,95,89,280,biology,Natural Sciences,66 30 95 89 Natural Sciences 280
78,53,62,87,280,biology,Natural Sciences,78 53 62 87 Natural Sciences 280
18,89,89,84,280,biology,Natural Sciences,18 89 89 84 Natural Sciences 280
87,33,64,96,280,biology,Natural Sciences,87 33 64 96 Natural Sciences 280
78,72,92,38,280,biology,Natural Sciences,78 72 92 38 Natural Sciences 280
72,86,58,64,280,biology,Natural Sciences,72 86 58 64 Natural Sciences 280
82,100,92,6,280,biology,Natural Sciences,82 100 92 6 Natural Sciences 280
95,82,21,82,280,biology,Natural Sciences,95 82 21 82 Natural Sciences 280
90,28,71,91,280,biology,Natural Sciences,90 28 71 91 Natural Sciences 280
85,86,95,14,280,biology,Natural Sciences,85 86 95 14 Natural Sciences 280
89,17,82,93,281,agricultural engineering,Engineering,89 17 82 93 Engineering 281
62,50,80,89,281,agricultural engineering,Engineering,62 50 80 89 Engineering 281
52,46,90,93,281,agricultural engineering,Engineering,52 46 90 93 Engineering 281
82,29,95,75,281,agricultural engineering,Engineering,82 29 95 75 Engineering 281
93,80,56,52,281,agricultural engineering,Engineering,93 80 56 52 Engineering 281
97,68,90,26,281,agricultural engineering,Engineering,97 68 90 26 Engineering 281
60,75,80,66,281,agricultural engineering,Engineering,60 75 80 66 Engineering 281
63,58,62,98,281,agricultural engineering,Engineering,63 58 62 98 Engineering 281
42,82,69,88,281,agricultural engineering,Engineering,42 82 69 88 Engineering 281
94,89,74,24,281,agricultural engineering,Engineering,94 89 74 24 Engineering 281
64,78,62,77,281,agricultural engineering,Engineering,64 78 62 77 Engineering 281
86,96,96,3,281,agricultural engineering,Engineering,86 96 96 3 Engineering 281
92,18,98,73,281,agricultural engineering,Engineering,92 18 98 73 Engineering 281
78,86,91,26,281,agricultural engineering,Engineering,78 86 91 26 Engineering 281
87,84,99,11,281,agricultural engineering,Engineering,87 84 99 11 Engineering 281
60,68,60,94,282,agricultural engineering,Engineering,60 68 60 94 Engineering 282
85,58,99,40,282,agricultural engineering,Engineering,85 58 99 40 Engineering 282
72,87,28,95,282,agricultural engineering,Engineering,72 87 28 95 Engineering 282
98,61,80,43,282,agricultural engineering,Engineering,98 61 80 43 Engineering 282
83,34,70,95,282,agricultural engineering,Engineering,83 34 70 95 Engineering 282
87,50,58,87,282,agricultural engineering,Engineering,87 50 58 87 Engineering 282
20,94,75,93,282,agricultural engineering,Engineering,20 94 75 93 Engineering 282
65,55,72,90,282,agricultural engineering,Engineering,65 55 72 90 Engineering 282
83,96,95,8,282,agricultural engineering,Engineering,83 96 95 8 Engineering 282
68,57,95,62,282,agricultural engineering,Engineering,68 57 95 62 Engineering 282
55,92,88,47,282,agricultural engineering,Engineering,55 92 88 47 Engineering 282
97,64,49,72,282,agricultural engineering,Engineering,97 64 49 72 Engineering 282
53,64,92,73,282,agricultural engineering,Engineering,53 64 92 73 Engineering 282
95,32,89,66,282,agricultural engineering,Engineering,95 32 89 66 Engineering 282
70,71,77,65,283,agricultural engineering,Engineering,70 71 77 65 Engineering 283
95,87,9,92,283,agricultural engineering,Engineering,95 87 9 92 Engineering 283
56,81,52,94,283,agricultural engineering,Engineering,56 81 52 94 Engineering 283
83,99,89,12,283,agricultural engineering,Engineering,83 99 89 12 Engineering 283
71,32,87,93,283,agricultural engineering,Engineering,71 32 87 93 Engineering 283
93,74,66,50,283,agricultural engineering,Engineering,93 74 66 50 Engineering 283
